last_name,first_name,total
IKE,Keyaki,48.39
IGLESIAS,Mauro,48.0
ONEILL,Shane,47.76
HINSON,Joe,46.37
DECENZO,Ryan,46.0
PAPA,Micky,45.2
SASAKI,Toa,45.0
HOBAN,Braden,43.27
AGUILAR,Gabryel,42.31
RODRIGUEZ,Greg,41.64
MATSUMOTO,Kairi,41.05
RUSSELL,Cordano,40.1
JOSLIN,Chris,39.1
WOOLLEY,Daniel,38.84
GUSTAVO,Felipe,37.85
AOKI,Yukito,65.21
MILOU,Vincent,62.58
EATON,Jagger,60.0
ONODERA,Ginwoo,59.78
MIDLER,Alexander,55.4
NETSUKE,Kairi,55.12
TURY,Richard,54.87
HORIGOME,Yuto,54.75
DELL,OLIO,54.5
ILARDI,Jake,54.11
TUESTA,Deivid,53.45
JORDAN,Dashawn,51.59
RABELO,Lucas,49.84
NAGAI,Taiga,49.66
IKE,Keyaki,48.39
IGLESIAS,Mauro,48.0
ONEILL,Shane,47.76
HINSON,Joe,46.37
DECENZO,Ryan,46.0
PAPA,Micky,45.2
SASAKI,Toa,45.0
HOBAN,Braden,43.27
AGUILAR,Gabryel,42.31
RODRIGUEZ,Greg,41.64
MATSUMOTO,Kairi,41.05
RUSSELL,Cordano,40.1
JOSLIN,Chris,39.1
WOOLLEY,Daniel,38.84
GUSTAVO,Felipe,37.85
FOY,Jamie,37.43
BERGER,Matt,37.29
FYNN,Tommy,36.27
MOTA,Filipe,36.04
PURCELL,John,35.17
TEIXEIRA,Madu,35.11
KROON,Kristoffer,34.88
TEIXEIRA,Pacal,34.18
HAEGELAND,Simen,34.07
JAKES,Vilem,33.78
CRAWFORD,Lazer,33.07
AQUILA,Agustin,32.77
TERRELL,Yakov,32.44
FERRERO,Gabriel,32.08
DE,JAEGER,31.19
VIANNA,Giovanni,31.12
WILMINK,Bert,30.79
JEONG,Jihoon,30.08
GUO,Jiahui,29.92
ATANASOV,Marti,29.59
MONTEIRO,Ivan,29.42
GARBACCIO,Joseph,28.66
KNUTZEN,Daniel,28.46
LUCAS,Joao,28.1
NAGARO,Noah,27.89
MEZA,Oscar,27.15
LEWIS,Jack,27.12
GARCIA,Benjamin,26.73
PHAM,Denny,26.1
DE,HAAN,25.98
ZHANG,Jie,25.95
SARACENO,Zach,25.92
SU,Jianjun,25.58
HABANEC,Maxim,24.48
ZEHNDER,Kilian,24.37
CARO,Angelo,23.84
PIWOWAR,Mike,23.75
WINBERG,Hampus,23.29
SOMMER,Justin,23.24
STRICKER,Simon,23.23
AOKI,Yukito,65.21
MILOU,Vincent,62.58
EATON,Jagger,60.0
ONODERA,Ginwoo,59.78
MIDLER,Alexander,55.4
NETSUKE,Kairi,55.12
TURY,Richard,54.87
HORIGOME,Yuto,54.75
DELL,OLIO,54.5
ILARDI,Jake,54.11
TUESTA,Deivid,53.45
JORDAN,Dashawn,51.59
RABELO,Lucas,49.84
NAGAI,Taiga,49.66
IKE,Keyaki,48.39
IGLESIAS,Mauro,48.0
ONEILL,Shane,47.76
HINSON,Joe,46.37
DECENZO,Ryan,46.0
PAPA,Micky,45.2
SASAKI,Toa,45.0
HOBAN,Braden,43.27
AGUILAR,Gabryel,42.31
RODRIGUEZ,Greg,41.64
MATSUMOTO,Kairi,41.05
RUSSELL,Cordano,40.1
JOSLIN,Chris,39.1
WOOLLEY,Daniel,38.84
GUSTAVO,Felipe,37.85
FOY,Jamie,37.43
BERGER,Matt,37.29
FYNN,Tommy,36.27
MOTA,Filipe,36.04
PURCELL,John,35.17
TEIXEIRA,Madu,35.11
KROON,Kristoffer,34.88
TEIXEIRA,Pacal,34.18
HAEGELAND,Simen,34.07
JAKES,Vilem,33.78
CRAWFORD,Lazer,33.07
AQUILA,Agustin,32.77
TERRELL,Yakov,32.44
FERRERO,Gabriel,32.08
DE,JAEGER,31.19
VIANNA,Giovanni,31.12
WILMINK,Bert,30.79
JEONG,Jihoon,30.08
GUO,Jiahui,29.92
ATANASOV,Marti,29.59
MONTEIRO,Ivan,29.42
GARBACCIO,Joseph,28.66
KNUTZEN,Daniel,28.46
LUCAS,Joao,28.1
NAGARO,Noah,27.89
MEZA,Oscar,27.15
LEWIS,Jack,27.12
GARCIA,Benjamin,26.73
PHAM,Denny,26.1
DE,HAAN,25.98
ZHANG,Jie,25.95
SARACENO,Zach,25.92
SU,Jianjun,25.58
HABANEC,Maxim,24.48
ZEHNDER,Kilian,24.37
CARO,Angelo,23.84
PIWOWAR,Mike,23.75
WINBERG,Hampus,23.29
SOMMER,Justin,23.24
STRICKER,Simon,23.23
SANDIFORD,Shay,22.6
SIANGOUENG,Thawatchai,22.58
NELNER,Tom,22.47
MÖLLER,Mika,22.46
BATAN,Rio,21.66
LAN,Yuan-chih,21.44
SANTIAGO,Manny,21.15
SZALAK,Filip,20.83
ANDERBERG,Oscar,20.27
JO,Sungmin,19.88
FELICIANO,Mak,19.5
HENRIQUE,Ismael,19.42
MORAGUES,COLL,18.73
DECUNHA,Alex,18.67
CONNOR,Nathaniel,18.21
COLLYER,Rome,17.99
DURAN,Yusuf,17.85
GONZALEZ,ORTIZ,17.66
DIKISCIOGLU,Berke,17.57
COLA,Giuseppe,17.19
PORNCHAISUREE,Jirasin,17.14
DAATER,Jonas,16.99
RIBEIRO,Gabriel,16.84
BOGDANOVICS,Arturs,16.36
MARKLAND,Matthew,16.33
BRANCH,Taj,16.25
CAIZZA,Andrea,16.01
PEK,Martin,15.98
LUO,Yang,15.81
GUILHERME,Zenildo,15.66
GARZA,DE,14.95
HUTOMO,Basral,14.45
CORIA,Brayan,14.33
FIGUEROA,Andres,14.16
BRUNCLAIR,Beau,14.1
RIBEIRO,Carlos,13.87
PORADA,Bohdan,13.42
VALJALO,Brandon,12.63
PANUGALINOG,Motic,12.57
AOKI,Yukito,65.21
MILOU,Vincent,62.58
EATON,Jagger,60.0
ONODERA,Ginwoo,59.78
MIDLER,Alexander,55.4
NETSUKE,Kairi,55.12
TURY,Richard,54.87
HORIGOME,Yuto,54.75
DELL,OLIO,54.5
ILARDI,Jake,54.11
TUESTA,Deivid,53.45
JORDAN,Dashawn,51.59
RABELO,Lucas,49.84
NAGAI,Taiga,49.66
IKE,Keyaki,48.39
IGLESIAS,Mauro,48.0
ONEILL,Shane,47.76
HINSON,Joe,46.37
DECENZO,Ryan,46.0
PAPA,Micky,45.2
SASAKI,Toa,45.0
HOBAN,Braden,43.27
AGUILAR,Gabryel,42.31
RODRIGUEZ,Greg,41.64
MATSUMOTO,Kairi,41.05
RUSSELL,Cordano,40.1
JOSLIN,Chris,39.1
WOOLLEY,Daniel,38.84
GUSTAVO,Felipe,37.85
FOY,Jamie,37.43
BERGER,Matt,37.29
FYNN,Tommy,36.27
MOTA,Filipe,36.04
PURCELL,John,35.17
TEIXEIRA,Madu,35.11
KROON,Kristoffer,34.88
TEIXEIRA,Pacal,34.18
HAEGELAND,Simen,34.07
JAKES,Vilem,33.78
CRAWFORD,Lazer,33.07
AQUILA,Agustin,32.77
TERRELL,Yakov,32.44
FERRERO,Gabriel,32.08
DE,JAEGER,31.19
VIANNA,Giovanni,31.12
WILMINK,Bert,30.79
JEONG,Jihoon,30.08
GUO,Jiahui,29.92
ATANASOV,Marti,29.59
MONTEIRO,Ivan,29.42
GARBACCIO,Joseph,28.66
KNUTZEN,Daniel,28.46
LUCAS,Joao,28.1
NAGARO,Noah,27.89
MEZA,Oscar,27.15
LEWIS,Jack,27.12
GARCIA,Benjamin,26.73
PHAM,Denny,26.1
DE,HAAN,25.98
ZHANG,Jie,25.95
SARACENO,Zach,25.92
SU,Jianjun,25.58
HABANEC,Maxim,24.48
ZEHNDER,Kilian,24.37
CARO,Angelo,23.84
PIWOWAR,Mike,23.75
WINBERG,Hampus,23.29
SOMMER,Justin,23.24
STRICKER,Simon,23.23
SANDIFORD,Shay,22.6
SIANGOUENG,Thawatchai,22.58
NELNER,Tom,22.47
MÖLLER,Mika,22.46
BATAN,Rio,21.66
LAN,Yuan-chih,21.44
SANTIAGO,Manny,21.15
SZALAK,Filip,20.83
ANDERBERG,Oscar,20.27
JO,Sungmin,19.88
FELICIANO,Mak,19.5
HENRIQUE,Ismael,19.42
MORAGUES,COLL,18.73
DECUNHA,Alex,18.67
CONNOR,Nathaniel,18.21
COLLYER,Rome,17.99
DURAN,Yusuf,17.85
GONZALEZ,ORTIZ,17.66
DIKISCIOGLU,Berke,17.57
COLA,Giuseppe,17.19
PORNCHAISUREE,Jirasin,17.14
DAATER,Jonas,16.99
RIBEIRO,Gabriel,16.84
BOGDANOVICS,Arturs,16.36
MARKLAND,Matthew,16.33
BRANCH,Taj,16.25
CAIZZA,Andrea,16.01
PEK,Martin,15.98
LUO,Yang,15.81
GUILHERME,Zenildo,15.66
GARZA,DE,14.95
HUTOMO,Basral,14.45
CORIA,Brayan,14.33
FIGUEROA,Andres,14.16
BRUNCLAIR,Beau,14.1
RIBEIRO,Carlos,13.87
PORADA,Bohdan,13.42
VALJALO,Brandon,12.63
PANUGALINOG,Motic,12.57
SAMPAOKANG,Attapon,12.51
CHEN,Chun-an,12.45
SALDOU,Jean,11.54
KEIT,A,11.13
NGUYEN,Kristian,10.11
PUIGDOLLERS,Carlos,9.3
CHRISTENSEN,Mads,8.41
MUHAMMAD,NOR,8.35
KOROTUN,Yurii,7.73
KHAN,Momo,7.61
ESHMATOV,Alfiruz,6.72
YILMAZ,Ibrahim,5.59
KAKIMTAEV,Kasymhan,3.67
RURUA,Luka,3.55
BUNTURI,Petre,3.53
ZHUNUSSOV,Adil,3.2
HORNYANSZKY,Luka,2.65
last_name,first_name,total
NETSUKE,Kairi,80.37
SASAKI,Toa,72.67
SHIRAI,Sora,72.0
ONODERA,Ginwoo,71.1
HOBAN,Braden,68.54
HUSTON,Nyjah,67.14
TURY,Richard,66.15
AOKI,Yukito,65.19
HORIGOME,Yuto,62.41
MILOU,Vincent,61.16
AGUILAR,Gabryel,60.69
RUSSELL,Cordano,55.02
MIDLER,Alexander,54.21
PAPA,Micky,53.92
TUESTA,Deivid,52.11
RODRIGUEZ,Greg,50.25
RIBEIRO,Gustavo,50.0
IGLESIAS,Mauro,49.48
NAGAI,Taiga,48.84
IKE,Keyaki,48.73
EATON,Jagger,47.43
RABELO,Lucas,45.73
JORDAN,Dashawn,43.29
MATSUMOTO,Kairi,40.44
HOEFLER,Kelvin,39.36
ILARDI,Jake,36.88
DECENZO,Ryan,21.21
HINSON,Joe,20.02
DELL,OLIO,17.67
NETSUKE,Kairi,80.37
SASAKI,Toa,72.67
SHIRAI,Sora,72.0
ONODERA,Ginwoo,71.1
HOBAN,Braden,68.54
HUSTON,Nyjah,67.14
TURY,Richard,66.15
AOKI,Yukito,65.19
HORIGOME,Yuto,62.41
MILOU,Vincent,61.16
AGUILAR,Gabryel,60.69
RUSSELL,Cordano,55.02
MIDLER,Alexander,54.21
PAPA,Micky,53.92
TUESTA,Deivid,52.11
RODRIGUEZ,Greg,50.25
RIBEIRO,Gustavo,50.0
IGLESIAS,Mauro,49.48
NAGAI,Taiga,48.84
IKE,Keyaki,48.73
EATON,Jagger,47.43
RABELO,Lucas,45.73
JORDAN,Dashawn,43.29
MATSUMOTO,Kairi,40.44
HOEFLER,Kelvin,39.36
ILARDI,Jake,36.88
DECENZO,Ryan,21.21
HINSON,Joe,20.02
DELL,OLIO,17.67
ONEILL,Shane,15.37
JOSLIN,Chris,7.8
last_name,first_name,total
HUSTON,Nyjah,266.9
ONODERA,Ginwoo,263.94
SHIRAI,Sora,263.31
HOBAN,Braden,258.97
MIDLER,Alexander,258.35
NETSUKE,Kairi,257.13
RUSSELL,Cordano,251.97
HORIGOME,Yuto,250.83
MILOU,Vincent,249.32
TURY,Richard,247.06
SASAKI,Toa,242.23
AOKI,Yukito,232.19
PAPA,Micky,232.19
AGUILAR,Gabryel,224.95
RODRIGUEZ,Greg,219.76
TUESTA,Deivid,130.86
last_name,first_name,total
ODA,Yumeka,265.75
LEAL,Rayssa,261.9
NISHIYA,Momiji,245.76
COVELL,Chloe,245.11
YOSHIZAWA,Coco,242.45
AKAMA,Liz,241.95
NAKAYAMA,Funa,239.61
CUI,Chenxi,138.43
last_name,first_name,total
ZWETSLOOT,Roos,60.38
ROSA,Pamela,55.4
YOSHIZAWA,Coco,51.97
ITO,Miyu,50.18
UEMURA,Aoi,49.19
NAKAYAMA,Funa,47.62
PINSON,Poe,41.63
NAKAJIMA,Nonoka,40.08
CUI,Chenxi,38.45
ALVAREZ,Jazmin,36.86
LOVELACE,Liv,36.47
ZENG,Wenhui,36.14
ZACKOVA,Laura,35.15
MUNOZ,Natalia,34.33
ZHANG,Yan,34.23
READY,Jessica,33.15
TEROL,Daniela,32.1
FUJISAWA,Nanaka,31.28
HEYN,Paige,31.17
TURNER,Flic,31.0
OLDENBEUVING,Keet,30.0
SUKASEM,Vareeraya,29.76
ZHU,Yuanling,29.14
AVILA,Isabelly,28.54
SUIARA,Kemily,28.29
BRUGGEMAN,Lore,28.0
LOUVET,Jeromine,27.47
LANZI,Asia,26.38
DURAN,Mariah,26.11
ZWETSLOOT,Roos,60.38
ROSA,Pamela,55.4
YOSHIZAWA,Coco,51.97
ITO,Miyu,50.18
UEMURA,Aoi,49.19
NAKAYAMA,Funa,47.62
PINSON,Poe,41.63
NAKAJIMA,Nonoka,40.08
CUI,Chenxi,38.45
ALVAREZ,Jazmin,36.86
LOVELACE,Liv,36.47
ZENG,Wenhui,36.14
ZACKOVA,Laura,35.15
MUNOZ,Natalia,34.33
ZHANG,Yan,34.23
READY,Jessica,33.15
TEROL,Daniela,32.1
FUJISAWA,Nanaka,31.28
HEYN,Paige,31.17
TURNER,Flic,31.0
OLDENBEUVING,Keet,30.0
SUKASEM,Vareeraya,29.76
ZHU,Yuanling,29.14
AVILA,Isabelly,28.54
SUIARA,Kemily,28.29
BRUGGEMAN,Lore,28.0
LOUVET,Jeromine,27.47
LANZI,Asia,26.38
DURAN,Mariah,26.11
KAROLINA,Carla,25.81
CHOROMANSKA,Weronika,25.17
HA,Siye,24.99
BRODER,Liv,24.91
DIDAL,Margie,24.05
LAN,Junyi,23.54
HYM,Charlotte,23.23
NAWAKITWONG,Nathtiyabhorn,23.1
SCHOONHEERE,Lucie,22.9
BONE,Zuzanna,22.77
MEANS,Christiana,22.35
GONZALEZ,Julieta,22.0
GABRIELA,Marina,21.26
LUNDMARK,Vilja,21.19
LIAO,Yun-yi,20.85
COSTA,Rafaela,20.0
KRAUEL,Valentina,19.53
JACOBS,Candy,18.58
COOLEN,Mila,18.39
COTTAM,Christine,18.24
POWELL,Haylie,18.1
GAUTIER,Maria,17.2
CRIADO,OLIVA,17.17
ARZUA,Ailin,17.13
PLACEK,Julia,16.99
BERTRAN,Aldana,16.17
SECOURS,Samantha,15.59
RIBEIRO,Mati,15.21
PETRIC,Valentina,14.3
GRANADOS,Itzel,13.65
MUNOZ,Jennifer,12.39
RENDON,Ana,11.88
MICHAUD,Cerise,11.64
SANCHEZ,Geraldine,10.29
LARRANAGA,Sara,10.16
YU,Ruo,9.66
AWUAH,Boipelo,9.57
SERNA,Cindy,7.41
ROJAS,Cote,4.77
ALSBIRK,Smilla,4.66
ZWETSLOOT,Roos,60.38
ROSA,Pamela,55.4
YOSHIZAWA,Coco,51.97
ITO,Miyu,50.18
UEMURA,Aoi,49.19
NAKAYAMA,Funa,47.62
PINSON,Poe,41.63
NAKAJIMA,Nonoka,40.08
CUI,Chenxi,38.45
ALVAREZ,Jazmin,36.86
LOVELACE,Liv,36.47
ZENG,Wenhui,36.14
ZACKOVA,Laura,35.15
MUNOZ,Natalia,34.33
ZHANG,Yan,34.23
READY,Jessica,33.15
TEROL,Daniela,32.1
FUJISAWA,Nanaka,31.28
HEYN,Paige,31.17
TURNER,Flic,31.0
OLDENBEUVING,Keet,30.0
SUKASEM,Vareeraya,29.76
ZHU,Yuanling,29.14
AVILA,Isabelly,28.54
SUIARA,Kemily,28.29
BRUGGEMAN,Lore,28.0
LOUVET,Jeromine,27.47
LANZI,Asia,26.38
DURAN,Mariah,26.11
KAROLINA,Carla,25.81
CHOROMANSKA,Weronika,25.17
HA,Siye,24.99
BRODER,Liv,24.91
DIDAL,Margie,24.05
LAN,Junyi,23.54
HYM,Charlotte,23.23
NAWAKITWONG,Nathtiyabhorn,23.1
SCHOONHEERE,Lucie,22.9
BONE,Zuzanna,22.77
MEANS,Christiana,22.35
GONZALEZ,Julieta,22.0
GABRIELA,Marina,21.26
LUNDMARK,Vilja,21.19
LIAO,Yun-yi,20.85
COSTA,Rafaela,20.0
KRAUEL,Valentina,19.53
JACOBS,Candy,18.58
COOLEN,Mila,18.39
COTTAM,Christine,18.24
POWELL,Haylie,18.1
GAUTIER,Maria,17.2
CRIADO,OLIVA,17.17
ARZUA,Ailin,17.13
PLACEK,Julia,16.99
BERTRAN,Aldana,16.17
SECOURS,Samantha,15.59
RIBEIRO,Mati,15.21
PETRIC,Valentina,14.3
GRANADOS,Itzel,13.65
MUNOZ,Jennifer,12.39
RENDON,Ana,11.88
MICHAUD,Cerise,11.64
SANCHEZ,Geraldine,10.29
LARRANAGA,Sara,10.16
YU,Ruo,9.66
AWUAH,Boipelo,9.57
SERNA,Cindy,7.41
ROJAS,Cote,4.77
ALSBIRK,Smilla,4.66
SAKAOGLU,Melis,4.32
MCCUBBIN,Meghan,4.11
MORALES,Vianez,3.21
BRUECKLER,Julia,0.76
last_name,first_name,total
COVELL,Chloe,77.26
LEAL,Rayssa,74.87
AKAMA,Liz,69.92
NISHIYA,Momiji,69.37
ODA,Yumeka,66.65
NAKAYAMA,Funa,64.28
ZWETSLOOT,Roos,63.01
ITO,Miyu,62.98
YOSHIZAWA,Coco,56.39
ROSA,Pamela,55.25
OLDENBEUVING,Keet,52.13
HEYN,Paige,46.51
CUI,Chenxi,45.11
TEROL,Daniela,44.11
FUJISAWA,Nanaka,43.92
MUNOZ,Natalia,43.2
BRUGGEMAN,Lore,39.49
UEMURA,Aoi,38.14
AVILA,Isabelly,37.95
ZENG,Wenhui,36.15
ZHU,Yuanling,35.16
PINSON,Poe,34.8
TURNER,Flic,33.61
ALVAREZ,Jazmin,32.27
SUKASEM,Vareeraya,31.83
ZHANG,Yan,31.01
LOUVET,Jeromine,30.26
ZACKOVA,Laura,24.1
LOVELACE,Liv,22.75
COVELL,Chloe,77.26
LEAL,Rayssa,74.87
AKAMA,Liz,69.92
NISHIYA,Momiji,69.37
ODA,Yumeka,66.65
NAKAYAMA,Funa,64.28
ZWETSLOOT,Roos,63.01
ITO,Miyu,62.98
YOSHIZAWA,Coco,56.39
ROSA,Pamela,55.25
OLDENBEUVING,Keet,52.13
HEYN,Paige,46.51
CUI,Chenxi,45.11
TEROL,Daniela,44.11
FUJISAWA,Nanaka,43.92
MUNOZ,Natalia,43.2
BRUGGEMAN,Lore,39.49
UEMURA,Aoi,38.14
AVILA,Isabelly,37.95
ZENG,Wenhui,36.15
ZHU,Yuanling,35.16
PINSON,Poe,34.8
TURNER,Flic,33.61
ALVAREZ,Jazmin,32.27
SUKASEM,Vareeraya,31.83
ZHANG,Yan,31.01
LOUVET,Jeromine,30.26
ZACKOVA,Laura,24.1
LOVELACE,Liv,22.75
READY,Jessica,20.83
NAKAJIMA,Nonoka,19.17
SUIARA,Kemily,8.14
last_name,first_name,total
COVELL,Chloe,259.56
ODA,Yumeka,249.0
NAKAYAMA,Funa,242.96
LEAL,Rayssa,241.82
AKAMA,Liz,240.57
NISHIYA,Momiji,238.04
YOSHIZAWA,Coco,229.84
CUI,Chenxi,226.2
ITO,Miyu,222.88
ZWETSLOOT,Roos,219.24
FUJISAWA,Nanaka,198.73
TEROL,Daniela,193.43
OLDENBEUVING,Keet,191.92
MUNOZ,Natalia,179.52
ROSA,Pamela,171.3
HEYN,Paige,25.09
last_name,first_name,total
LASO,Naia,93.46
HIRAKI,Kokona,91.6
HASEGAWA,Mizuho,88.91
TREW,Arisa,88.48
TREW,Ruby,88.33
YOSOZUMI,Sakura,86.65
WETTSTEIN,Bryce,85.21
BARRATT,Jordyn,81.31
SUGAWARA,Mei,78.5
STESS,Minna,78.0
ALEXANDRE,Emilie,77.55
TAMBLING,Lola,72.0
BENEDETTI,Julia,71.13
CRAFTER,Coco,70.21
PACHECO,Isadora,54.43
KUSAKI,Hinano,0.0
LI,Yujuan,66.14
ERICKSON,Lillian,66.06
LILLEY,Ruby,66.0
STRACHAN,Lilly,65.58
SIRVIO,Heili,65.12
TONISSI,Fernanda,64.08
MARHOEFER,Grace,63.42
WILSON,Aaliyah,61.08
SUGANAMI,Cona,60.5
LARCHERON,Madeleine,58.5
STARR,Poppy,57.01
KAIHARA,Asahi,56.75
LAURINO,Helena,55.04
STOEPHASIUS,Lilly,51.14
RENDUELES,Ceci,44.33
NAKAMURA,Kisa,43.86
LIN,Yi-Fan,0.0
MOJA,Gadea,42.17
TAPIA,Josefina,41.3
GODOY,Sofia,40.12
WEST,Katelyn,39.37
CHO,Hyunju,38.08
WARD,Jada,37.0
FESSL,Alisa,36.32
LASO,Naia,93.46
HIRAKI,Kokona,91.6
HASEGAWA,Mizuho,88.91
TREW,Arisa,88.48
TREW,Ruby,88.33
YOSOZUMI,Sakura,86.65
WETTSTEIN,Bryce,85.21
BARRATT,Jordyn,81.31
SUGAWARA,Mei,78.5
STESS,Minna,78.0
ALEXANDRE,Emilie,77.55
TAMBLING,Lola,72.0
BENEDETTI,Julia,71.13
CRAFTER,Coco,70.21
PACHECO,Isadora,54.43
KUSAKI,Hinano,0.0
LI,Yujuan,66.14
ERICKSON,Lillian,66.06
LILLEY,Ruby,66.0
STRACHAN,Lilly,65.58
SIRVIO,Heili,65.12
TONISSI,Fernanda,64.08
MARHOEFER,Grace,63.42
WILSON,Aaliyah,61.08
SUGANAMI,Cona,60.5
LARCHERON,Madeleine,58.5
STARR,Poppy,57.01
KAIHARA,Asahi,56.75
LAURINO,Helena,55.04
STOEPHASIUS,Lilly,51.14
RENDUELES,Ceci,44.33
NAKAMURA,Kisa,43.86
LIN,Yi-Fan,0.0
MOJA,Gadea,42.17
TAPIA,Josefina,41.3
GODOY,Sofia,40.12
WEST,Katelyn,39.37
CHO,Hyunju,38.08
WARD,Jada,37.0
FESSL,Alisa,36.32
MORALES,Brigitte,36.0
KENNY,Maya,34.84
ZHENG,Haohao,34.36
MAKIBBIN,Carlin,34.0
CINTA,Bunga,33.75
VARELLA,Dora,32.76
SPATSCHECK,Maja,32.5
HJERTBERG,Hedda,32.0
PIKE,Katie,29.71
PETTERSEN,Selma,27.0
AGUILAR,Nina,26.38
FRASER,Kaede,25.03
EBERT,Fay,24.01
OJEDA,Emilia,24.0
GWAK,Minji,23.45
KERMOADE,Klara,23.0
ZARATTINI,Lucrezia,20.57
CAO,Yihuan,19.0
HEATH,Charlotte,18.0
MAO,Jiasi,18.0
MARTIN,Bombette,13.67
SANTANA,Jordan,11.53
RUSSI,Nico,11.33
MADAMBI,Zarah,8.5
ASAQAS,Aya,6.0
last_name,first_name,total
LEON,Danny,90.13
BOTTGER,Gavin,89.57
SOLMUNDE,Viktor,89.36
WOOLLEY,Kieran,89.21
QUINTAS,Pedro,88.56
CAREW,Tate,87.72
WINBERG,Hampus,86.22
SORGENTE,Alex,72.18
last_name,first_name,total
CAREW,Tate,93.04
BOTTGER,Gavin,90.0
WOOLLEY,Kieran,89.32
SORGENTE,Alex,88.27
SOLMUNDE,Viktor,87.2
QUINTAS,Pedro,86.27
LEON,Danny,84.93
WINBERG,Hampus,83.41
CARVALHO,Pedro,82.96
NAGAHARA,Yuro,81.99
WILSON,Keefer,81.5
MARIANO,Luiz,80.0
MAZZARA,Alessandro,77.62
SANTOS,Augusto,76.13
BARROS,Pedro,64.43
PALMER,Keegan,9.5
last_name,first_name,total
COPELAND,Ethan,84.22
SOLMUNDE,Viktor,83.1
MARIANO,Luiz,82.0
WOOLLEY,Kieran,80.73
SORGENTE,Alex,80.35
FAGUNDES,Hericles,77.18
LEON,Danny,77.09
BARROS,Pedro,77.04
CARVALHO,Pedro,77.01
PALMER,Keegan,76.5
REYNOLDS,Heimana,76.06
WILSON,Keefer,75.66
KONIG,Kalani,75.3
MONTAGARD,Noe,75.0
WINBERG,Hampus,74.63
DAMESTOY,Edouard,74.12
MAZZARA,Alessandro,73.95
SCHAAR,Tom,73.8
SANCHEZ,JD,73.13
NYE,Taylor,72.53
QUINTAS,Pedro,69.77
PACE,Liam,68.04
SABINO,Dan,67.63
PINEIRO,Steven,63.74
KAHLER,Luke,63.03
JUNEAU,Cory,62.78
NAGAHARA,Yuro,62.6
BIJUESKA,Egoitz,61.52
CAMPBELL,Harvey,58.92
COPELAND,Ethan,84.22
SOLMUNDE,Viktor,83.1
MARIANO,Luiz,82.0
WOOLLEY,Kieran,80.73
SORGENTE,Alex,80.35
FAGUNDES,Hericles,77.18
LEON,Danny,77.09
BARROS,Pedro,77.04
CARVALHO,Pedro,77.01
PALMER,Keegan,76.5
REYNOLDS,Heimana,76.06
WILSON,Keefer,75.66
KONIG,Kalani,75.3
MONTAGARD,Noe,75.0
WINBERG,Hampus,74.63
DAMESTOY,Edouard,74.12
MAZZARA,Alessandro,73.95
SCHAAR,Tom,73.8
SANCHEZ,JD,73.13
NYE,Taylor,72.53
QUINTAS,Pedro,69.77
PACE,Liam,68.04
SABINO,Dan,67.63
PINEIRO,Steven,63.74
KAHLER,Luke,63.03
JUNEAU,Cory,62.78
NAGAHARA,Yuro,62.6
BIJUESKA,Egoitz,61.52
CAMPBELL,Harvey,58.92
BEHAR,Yam,58.0
GONZALEZ,Peio,57.8
FRANCISCO,Kiko,57.68
PERES,Murilo,57.4
CHEN,Ye,57.25
KURIBAYASHI,Rempei,56.4
JIMENEZ,Marcelo,56.14
MACDONALD,Andrew,55.8
KHURY,Gui,55.55
CALVERT,Tommy,55.23
HOLM,Oliver,55.04
SHIJI,Gunjo,54.5
MARTIN,Tom,51.0
MATHERON,Vincent,49.77
MATHERON,Nathan,48.0
WILCOMES,Ash,46.9
JAQUE,Martin,46.3
FAMILTON,Jake,44.94
DULUDE,Phil,43.0
O`NEILL,George,42.84
ALBREKTSSON,Noah,42.48
UPAPONG,Brian,41.53
MAGIAR,Magnus,41.22
HAWKER,CJ,40.01
AUGUSTO,Thomas,39.55
CUNNINGHAM,Tay,38.21
ROZENBERG,Oski,37.26
KORTABITARTE,Alain,37.14
SINNERTON,Phoenix,37.0
BULLBROOK,Richie,36.81
COCILOVA,Omar,34.2
CORTEZ,William,33.86
JANSSEN,Lenni,32.9
AMANO,Taiyo,32.43
GLIFBERG,Rune,31.13
EDTMAYER,Tyler,31.0
RUHOFF,Greg,30.52
NILSEN,Elias,30.2
PEDROZA,Evan,29.73
WANG,Xiaoze,28.06
COPELAND,Ethan,84.22
SOLMUNDE,Viktor,83.1
MARIANO,Luiz,82.0
WOOLLEY,Kieran,80.73
SORGENTE,Alex,80.35
FAGUNDES,Hericles,77.18
LEON,Danny,77.09
BARROS,Pedro,77.04
CARVALHO,Pedro,77.01
PALMER,Keegan,76.5
REYNOLDS,Heimana,76.06
WILSON,Keefer,75.66
KONIG,Kalani,75.3
MONTAGARD,Noe,75.0
WINBERG,Hampus,74.63
DAMESTOY,Edouard,74.12
MAZZARA,Alessandro,73.95
SCHAAR,Tom,73.8
SANCHEZ,JD,73.13
NYE,Taylor,72.53
QUINTAS,Pedro,69.77
PACE,Liam,68.04
SABINO,Dan,67.63
PINEIRO,Steven,63.74
KAHLER,Luke,63.03
JUNEAU,Cory,62.78
NAGAHARA,Yuro,62.6
BIJUESKA,Egoitz,61.52
CAMPBELL,Harvey,58.92
BEHAR,Yam,58.0
GONZALEZ,Peio,57.8
FRANCISCO,Kiko,57.68
PERES,Murilo,57.4
CHEN,Ye,57.25
